ID	species	Vetor_FST_Estimado	Bio8_spp_sd	SD_Bio8_FST1	Bio8_spp_sd_fstPop	range_PA_0K	expand	expo_clim
1	Oreophryne_furu	0.069669759	0.750902053	0.724272275	0.750902053	1	1	0
2	Incilius_majordomus	0.069669759	1.079119477	1.040849889	1.079119477	1	2	0
3	Callulops_doriae	0.243649387	2.415189551	2.1004522	2.1004522	19	36	13
4	Hynobius_arisanensis	0.069669759	0.570276994	0.550052852	0.570276994	4	7	0
5	Osteocephalus_mimeticus	0.29112729	2.513863294	2.116536611	2.116536611	29	56	19
6	Raorchestes_luteolus	0.402224762	0.781193635	0.603987091	0.781193635	4	8	0
7	Ischnocnema_spanios	0.44394998	0.265750481	0.198166843	0.265750481	2	2	0
8	Xenorhina_anorbis	0.069669759	0.966565121	0.932287129	0.966565121	2	4	0
9	Rhacophorus_prominanus	0.069669759	0.852260265	0.822035948	0.822035948	20	40	7
10	Eurycea_robusta	0.069669759	0.872863229	0.841908254	0.872863229	1	2	0
11	Trachycephalus_venulosus	0.236110542	2.115904322	1.849316668	1.849316668	1171	1292	1081
12	Peltophryne_lemur	0.231979675	0.075130962	0.065842348	0.075130962	4	8	0
13	Brachycephalus_tridactylus	0.069669759	1.042589015	1.005614933	1.042589015	1	2	0
14	Allobates_trilineatus	0.422312669	2.989218548	2.271977833	2.271977833	108	167	81
15	Balebreviceps_hillmani	0.069669759	1.196583196	1.154147908	1.196583196	1	1	0
16	Leptodactylus_colombiensis	0.279246443	2.41600206	2.051118243	2.051118243	35	62	33
17	Petropedetes_johnstoni	0.327217822	1.61030168	1.320822581	1.320822581	32	49	24
18	Bolitoglossa_nigrescens	0.20177693	0.499219715	0.44601952	0.499219715	2	4	0
19	Cophixalus_saxatilis	0.069669759	0.678135417	0.654086214	0.678135417	1	2	0
20	Eleutherodactylus_apostates	0.351261233	0.192252022	0.154848086	0.192252022	2	2	0
21	Gegeneophis_mhadeiensis	0.069669759	0.899444534	0.867546888	0.899444534	1	2	0
22	Telmatobius_contrerasi	0.069669759	2.363973106	2.280137832	2.363973106	1	1	0
23	Philoria_kundagungan	0.398157851	0.735164911	0.570329808	0.735164911	2	4	0
24	Nymphargus_griffithsi	0.397803231	2.225519243	1.727032714	1.727032714	28	50	20
25	Nanorana_arnoldi	0.256972157	3.677281311	3.169782028	3.677281311	4	8	3
26	Amolops_vitreus	0.069669759	2.410515004	2.325029182	2.410515004	1	1	0
27	Beddomixalus_bijui	0.069669759	0.753910603	0.727174131	0.753910603	1	2	0
28	Ptychadena_anchietae	0.25474905	2.768224362	2.389750469	2.389750469	659	793	650
29	Aglyptodactylus_laticeps	0.069669759	0.74259084	0.716255809	0.74259084	1	2	0
30	Litoria_aurifera	0.069669759	0.586099396	0.565314133	0.586099396	1	2	0
31	Ichthyophis_hypocyaneus	0.164176991	0.362111181	0.331054195	0.362111181	4	8	0
32	Arthroleptis_schubotzi	0.069669759	1.305531921	1.259232906	1.259232906	6	12	2
33	Arthroleptis_nikeae	0.069669759	0.904741579	0.87265608	0.904741579	1	1	0
34	Eurycea_quadridigitata	0.235533978	3.298295393	2.883823268	2.883823268	111	149	63
35	Meristogenys_whiteheadi	0.069669759	1.009673716	0.973866933	0.973866933	6	11	1
36	Pachymedusa_dacnicolor	0.274238495	3.746241561	3.191484519	3.191484519	46	78	30
37	Leptolalax_hamidi	0.351342643	1.46368283	1.178839426	1.178839426	5	10	2
38	Phyllodytes_luteolus	0.069669759	0.822643125	0.793469142	0.793469142	31	50	7
39	Ichthyophis_lakimi	0.069669759	0.23800916	0.229568471	0.23800916	1	1	0
40	Dendropsophus_elianeae	0.069669759	1.502451981	1.449169449	1.449169449	26	26	15
41	Boophis_roseipalmatus	0.069669759	1.066414453	1.028595433	1.066414453	1	2	0
42	Ambystoma_rosaceum	0.191431225	2.608492557	2.345568306	2.345568306	34	55	24
43	Litoria_eurynastes	0.069669759	1.050707416	1.013445425	1.050707416	1	2	0
44	Proceratophrys_carranca	0.069669759	0.594286009	0.573210418	0.594286009	1	2	0
45	Hylodes_amnicola	0.069669759	0.964053118	0.929864211	0.964053118	1	2	0
46	Pristimantis_adnus	0.069669759	0.872065238	0.841138563	0.872065238	1	2	0
47	Plectrohyla_ephemera	0.069669759	1.387224482	1.338028346	1.387224482	1	2	0
48	Craugastor_pelorus	0.069669759	1.575365854	1.519497525	1.575365854	4	8	1
49	Amietophrynus_funereus	0.266899986	1.769994477	1.51549157	1.51549157	307	386	297
50	Cardioglossa_trifasciata	0.069669759	0.734176441	0.708139816	0.734176441	2	4	0
51	Pristimantis_eremitus	0.069669759	1.449926554	1.398506769	1.398506769	5	10	3
52	Discodeles_malukuna	0.069669759	0.350664278	0.338228419	0.350664278	1	2	0
53	Leptodactylus_leptodactyloides	0.069669759	1.420066351	1.36970552	1.36970552	452	511	380
54	Plethodon_savannah	0.069669759	0.536262977	0.517245098	0.536262977	1	2	0
55	Ceratobatrachus_guentheri	0.264618542	0.136207623	0.11680401	0.11680401	20	20	0
56	Breviceps_sylvestris	0.326560125	1.681791901	1.38013532	1.38013532	6	6	2
57	Sphaenorhynchus_lacteus	0.069669759	1.466996184	1.414971046	1.414971046	519	582	484
58	Pristimantis_ruedai	0.384428561	1.675911139	1.31489241	1.31489241	6	12	2
59	Eleutherodactylus_maestrensis	0.069669759	0.25792198	0.248775108	0.25792198	1	2	0
60	Pseudophilautus_amboli	0.069669759	1.275038408	1.229820807	1.275038408	1	2	0
61	Rhinella_acrolopha	0.298203886	0.811181458	0.679553251	0.811181458	2	2	0
62	Plethodon_cylindraceus	0.178591376	1.648222609	1.493810461	1.493810461	31	59	11
63	Pristimantis_juanchoi	0.069669759	1.768038359	1.705337147	1.768038359	1	1	0
64	Gastrotheca_excubitor	0.069669759	4.551347895	4.389940181	4.551347895	4	4	3
65	Albericus_gudrunae	0.069669759	0.5515858	0.532024517	0.5515858	1	1	0
66	Indirana_leptodactyla	0.069669759	0.843066186	0.813167925	0.843066186	4	8	0
67	Eleutherodactylus_rufescens	0.069669759	0.445582778	0.429780756	0.445582778	1	1	0
68	Ichthyophis_acuminatus	0.069669759	0.380148539	0.366667059	0.380148539	1	1	0
69	Cycloramphus_faustoi	0.069669759	0.892903191	0.861237525	0.892903191	1	1	0
70	Callulops_wilhelmanus	0.069669759	1.148712919	1.107975289	1.107975289	6	12	3
71	Leptodactylodon_erythrogaster	0.069669759	0.734176441	0.708139816	0.734176441	2	4	0
72	Phrynobatrachus_brevipalmatus	0.069669759	0.526930306	0.508243398	0.526930306	2	3	0
73	Pristimantis_leucopus	0.069669759	1.041255999	1.004329191	1.041255999	1	1	0
74	Pristimantis_polychrus	0.384428561	1.675911139	1.31489241	1.31489241	6	12	2
75	Boophis_pyrrhus	0.359809862	1.509654944	1.207903344	1.207903344	7	14	5
76	Oscaecilia_osae	0.069669759	0.807946236	0.77929346	0.807946236	1	2	0
77	Leptolalax_tamdil	0.069669759	0.810053206	0.781325708	0.810053206	1	2	0
78	Cardioglossa_nigromaculata	0.069669759	0.957751617	0.923786185	0.923786185	7	14	2
79	Rana_italica	0.069669759	2.044096608	1.971605344	1.971605344	31	49	27
80	Hyperolius_puncticulatus	0.069669759	1.011597137	0.975722142	1.011597137	1	2	0
81	Pristimantis_hybotragus	0.40023106	2.204132439	1.706984871	2.204132439	4	8	2
82	Ptychadena_erlangeri	0.316022151	1.210029351	1.000730009	1.000730009	9	9	3
83	Platymantis_neckeri	0.338340165	0.165517354	0.134635914	0.134635914	9	13	0
84	Leptopelis_fenestratus	0.069669759	1.328545521	1.281430359	1.328545521	1	1	0
85	Hyalinobatrachium_taylori	0.402405453	1.977200931	1.528460147	1.528460147	58	101	25
86	Aubria_subsigillata	0.251012692	1.491199748	1.290544697	1.290544697	23	37	16
87	Fejervarya_murthii	0.069669759	0.7305366	0.704629057	0.7305366	1	1	0
88	Hylarana_parvaccola	0.069669759	0.694943342	0.670298068	0.694943342	1	2	0
89	Petropedetes_cameronensis	0.334216492	1.373093812	1.120383557	1.120383557	9	18	6
90	Crinia_pseudinsignifera	0.407767305	0.396082824	0.304812097	0.396082824	4	6	0
91	Oreophryne_wolterstorffi	0.069669759	1.082172302	1.043794449	1.082172302	1	2	0
92	Odorrana_aureola	0.069669759	0.078199331	0.075426092	0.078199331	2	2	0
93	Hyperolius_atrigularis	0.378274527	0.343392531	0.270763535	0.343392531	4	4	0
94	Conraua_goliath	0.146728534	1.174785623	1.085181133	1.085181133	14	28	7
95	Dischidodactylus_duidensis	0.069669759	0.786505812	0.758613392	0.786505812	1	1	0
96	Stefania_breweri	0.069669759	0.97634778	0.941722858	0.97634778	1	2	0
97	Nymphargus_cristinae	0.069669759	1.744651782	1.682779944	1.744651782	1	2	0
98	Anomaloglossus_rufulus	0.435936594	0.398735358	0.29946682	0.398735358	2	2	0
99	Leptopelis_aubryioides	0.294628462	1.631234749	1.370015341	1.370015341	66	93	57
100	Leptopelis_karissimbensis	0.069669759	0.019114136	0.018436278	0.019114136	1	1	0
101	Boophis_sibilans	0.069669759	0.067229203	0.064845006	0.067229203	2	3	0
102	Bokermannohyla_sazimai	0.375736973	0.61939272	0.489384155	0.61939272	4	4	0
103	Hemiphractus_bubalus	0.286905631	1.366729637	1.154133682	1.154133682	17	34	6
104	Phrynella_pulchra	0.339177471	0.814502352	0.662117037	0.662117037	67	91	38
105	Phrynobatrachus_acutirostris	0.069669759	1.123715951	1.083864807	1.123715951	1	1	0
106	Pseudoeurycea_galeanae	0.261149316	0.620849864	0.533660342	0.620849864	3	3	0
107	Bufotes_turanensis	0.317913149	2.884844021	2.382550832	2.382550832	43	69	31
108	Proceratophrys_brauni	0.36569866	1.181093469	0.940658713	0.940658713	7	14	0
109	Batrachoseps_wrighti	0.069669759	1.504087442	1.450746911	1.450746911	6	11	1
110	Euphlyctis_ghoshi	0.069669759	2.221185837	2.142414331	2.221185837	1	2	0
111	Niceforonia_adenobrachia	0.069669759	1.075809732	1.03765752	1.075809732	1	1	0
112	Leptopelis_broadleyi	0.275351221	1.918375796	1.633042429	1.633042429	28	54	19
113	Atelognathus_ceii	0.069669759	1.88144446	1.814721446	1.88144446	1	1	0
114	Amolops_gerbillus	0.25530692	5.645044734	4.871425295	4.871425295	19	38	14
115	Bolitoglossa_cuchumatana	0.069669759	0.288254742	0.278032157	0.288254742	2	3	0
116	Barygenys_parvula	0.069669759	0.73496055	0.708896117	0.73496055	1	2	0
117	Leptodactylus_jolyi	0.069669759	0.741277303	0.714988854	0.741277303	1	2	0
118	Quasipaa_yei	0.069669759	2.649291288	2.555337571	2.649291288	1	2	0
119	Ameerega_macero	0.394178251	4.118132387	3.205329895	3.205329895	15	30	6
120	Phyllobates_bicolor	0.069669759	1.808455717	1.744321155	1.808455717	1	1	0
121	Amolops_longimanus	0.30217177	1.676245291	1.400270173	1.676245291	2	4	0
122	Gegeneophis_pareshi	0.069669759	0.937627787	0.90437602	0.937627787	1	2	0
123	Gephyromantis_salegy	0.337585608	0.349575508	0.284515464	0.349575508	3	6	0
124	Dendropsophus_pelidna	0.069669759	0.654354318	0.631148482	0.654354318	1	1	0
125	Phyllodytes_kautskyi	0.363045882	0.26427748	0.210918285	0.210918285	7	9	0
126	Rhyacotriton_olympicus	0.248381095	2.225011437	1.92899497	1.92899497	6	12	3
127	Rhinoderma_rufum	0.390206832	1.930858065	1.507792671	1.507792671	7	11	5
128	Rhinella_castaneotica	0.28967648	0.767755043	0.64706927	0.64706927	280	349	59
129	Scinax_x.signatus	0.069669759	1.532812634	1.4784534	1.4784534	967	1038	909
130	Atelopus_quimbaya	0.069669759	0.941161984	0.907784882	0.941161984	1	1	0
131	Trachycephalus_mambaiensis	0.268200741	0.208704204	0.178536567	0.208704204	2	2	0
132	Eleutherodactylus_mariposa	0.069669759	0.190050885	0.183310974	0.190050885	1	2	0
133	Ptychohyla_spinipollex	0.348039587	0.454703491	0.367146085	0.454703491	3	3	0
134	Phyllomedusa_rohdei	0.353617498	1.553443587	1.248936282	1.248936282	24	48	14
135	Nothophryne_broadleyi	0.400392539	0.762760602	0.590638519	0.762760602	3	3	0
136	Hypsiboas_lundii	0.257860694	1.44575164	1.245479003	1.245479003	83	83	43
137	Craugastor_pozo	0.069669759	0.499648654	0.481929256	0.499648654	1	1	0
138	Osornophryne_bufoniformis	0.388938062	0.647670296	0.50628679	0.50628679	8	12	0
139	Nyctimystes_kuduki	0.069669759	1.442716228	1.391552148	1.442716228	1	1	0
140	Hyloxalus_vertebralis	0.069669759	0.497831421	0.480176468	0.497831421	4	8	0
141	Pristimantis_cruciocularis	0.069669759	1.565790543	1.51026179	1.565790543	1	1	0
142	Centrolene_scirtetes	0.069669759	1.320755795	1.273916886	1.320755795	3	6	1
143	Callulops_sagittatus	0.069669759	1.176130948	1.134420973	1.176130948	1	2	0
144	Ambystoma_cingulatum	0.216399948	0.561499998	0.497046463	0.497046463	20	32	6
145	Ichthyophis_mindanaoensis	0.149902741	0.641338385	0.591318603	0.591318603	5	10	0
146	Leptolalax_melanoleucus	0.069669759	0.707513133	0.682422087	0.707513133	1	2	0
147	Pseudis_tocantins	0.285466317	0.429165741	0.362774205	0.362774205	29	54	0
148	Gephyromantis_granulatus	0.349996584	0.510740157	0.411772961	0.411772961	7	12	0
149	Diasporus_hylaeformis	0.417387712	0.179600699	0.137087495	0.179600699	2	4	0
150	Pachytriton_feii	0.069669759	3.720521498	3.588577977	3.720521498	1	2	0
151	Limnonectes_khammonensis	0.069669759	0.961414119	0.927318801	0.961414119	1	2	0
152	Phyllobates_aurotaenia	0.396637663	2.040213652	1.584764551	1.584764551	6	11	3
153	Ranitomeya_reticulata	0.069669759	1.171313082	1.129773966	1.129773966	17	17	2
154	Atelognathus_solitarius	0.069669759	1.767563434	1.704879064	1.767563434	1	1	0
155	Hyalinobatrachium_colymbiphyllum	0.383680048	3.021266839	2.371877185	2.371877185	28	56	16
156	Gastrotheca_abdita	0.069669759	0.515986966	0.49768815	0.515986966	1	1	0
157	Hyloxalus_pinguis	0.069669759	0.911862834	0.879524788	0.911862834	1	1	0
158	Arthroleptis_nimbaensis	0.069669759	1.045189561	1.008123254	1.045189561	1	2	0
159	Plethodon_glutinosus	0.159492105	2.378731743	2.180802652	2.180802652	193	247	140
160	Scutiger_muliensis	0.2950156	1.916379165	1.609056129	1.916379165	4	4	1
161	Aneides_vagrans	0.219589585	2.444358264	2.159366643	2.159366643	12	24	7
162	Pristimantis_petrobardus	0.069669759	1.047150455	1.010014608	1.047150455	1	2	0
163	Duttaphrynus_atukoralei	0.321628898	0.431587245	0.355469441	0.431587245	2	4	0
164	Eleutherodactylus_lentus	0.069669759	0.323730027	0.312249357	0.323730027	1	2	0
165	Anomaloglossus_atopoglossus	0.069669759	1.108020226	1.068725711	1.108020226	1	1	0
166	Scinax_arduous	0.069669759	1.109942652	1.07057996	1.109942652	1	2	0
167	Phrynopus_peruanus	0.069669759	1.954032432	1.884735178	1.954032432	1	1	0
168	Austrochaperina_macrorhyncha	0.355021394	1.798815958	1.444639171	1.444639171	14	28	6
169	Scotobleps_gabonicus	0.276960147	1.662109758	1.413321017	1.413321017	43	67	33
170	Batrachoseps_kawia	0.069669759	1.867613763	1.801381237	1.867613763	1	1	0
171	Pristimantis_moro	0.410622834	0.292449688	0.224516268	0.292449688	4	6	0
172	Bokermannohyla_feioi	0.069669759	1.285847459	1.240246529	1.285847459	1	1	0
173	Cardioglossa_pulchra	0.069669759	0.830428978	0.80097888	0.830428978	1	1	0
174	Salamandra_lanzai	0.069669759	3.985873748	3.844519849	3.985873748	4	8	4
175	Microhyla_okinavensis	0.385462827	0.841181336	0.659422417	0.659422417	8	9	0
176	Mertensophryne_anotis	0.351810715	1.706508474	1.373913443	1.706508474	4	4	1
177	Stumpffia_gimmeli	0.439926607	0.698962918	0.523090228	0.698962918	4	8	0
178	Litoria_longirostris	0.432481192	0.065373153	0.049248109	0.065373153	4	4	0
179	Scinax_longilineus	0.069669759	0.983220064	0.948351425	0.948351425	13	13	3
180	Scinax_baumgardneri	0.069669759	0.908878769	0.876646549	0.908878769	1	1	0
181	Pristimantis_quantus	0.069669759	1.640909179	1.58271644	1.640909179	1	1	0
182	Proceratophrys_redacta	0.069669759	0.635555242	0.613016091	0.635555242	1	1	0
183	Tylototriton_wenxianensis	0.217361688	3.111689451	2.752813564	2.752813564	13	26	8
184	Incilius_peripatetes	0.272671582	0.117669299	0.100352557	0.117669299	2	2	0
185	Parhoplophryne_usambarica	0.069669759	0.675018473	0.651079809	0.675018473	1	2	0
186	Rana_aurora	0.204728153	4.345848338	3.875541309	3.875541309	51	73	42
187	Phrynopus_bracki	0.069669759	1.879726937	1.813064833	1.879726937	1	1	0
188	Elachistocleis_cesarii	0.069669759	1.094907306	1.056077823	1.094907306	1	2	0
189	Raorchestes_jayarami	0.069669759	0.752948635	0.726246278	0.752948635	1	2	0
190	Ansonia_latirostra	0.069669759	0.894340773	0.862624125	0.894340773	2	4	0
191	Batrachoseps_major	0.237782286	2.519396019	2.199560731	2.199560731	12	24	8
192	Phyllomedusa_hypochondrialis	0.286450422	1.534735381	1.296419582	1.296419582	774	893	696
193	Gastrotheca_ossilaginis	0.069669759	1.135306389	1.095044204	1.135306389	1	1	0
194	Tomopterna_luganga	0.311749414	0.69185313	0.573967372	0.573967372	28	28	9
195	Cardioglossa_cyaneospila	0.069669759	0.50568529	0.48775181	0.50568529	3	3	0
196	Ichthyophis_kodaguensis	0.069669759	0.996006905	0.960684798	0.996006905	1	2	0
197	Bolitoglossa_tzultacaj	0.069669759	0.822165718	0.793008665	0.822165718	1	2	0
198	Cophixalus_verrucosus	0.069669759	1.200342502	1.157773895	1.157773895	14	23	4
199	Pristimantis_wiensi	0.069669759	0.688902455	0.664471413	0.688902455	1	1	0
200	Pristimantis_riveroi	0.069669759	0.665358433	0.64176235	0.665358433	1	2	0
201	Litoria_verae	0.069669759	0.73339112	0.707382344	0.73339112	1	2	0
202	Strongylopus_bonaespei	0.347000861	2.1508268	1.738047909	1.738047909	9	18	6
203	Noblella_myrmecoides	0.471482692	2.931304859	2.131035061	2.131035061	66	97	14
204	Eleutherodactylus_casparii	0.434292751	0.231582395	0.174181254	0.231582395	4	7	0
205	Pseudoeurycea_praecellens	0.069669759	2.410716097	2.325223143	2.410716097	1	2	0
206	Callulina_dawida	0.069669759	0.842517512	0.812638709	0.842517512	1	1	0
207	Scinax_skaios	0.069669759	0.786731888	0.758831451	0.786731888	1	2	0
208	Nymphargus_bejaranoi	0.396614311	4.896014709	3.803121642	3.803121642	20	40	16
209	Atelopus_bomolochos	0.069669759	0.497831421	0.480176468	0.497831421	4	8	0
210	Osteocephalus_leprieurii	0.069669759	1.238226958	1.194314827	1.194314827	351	418	305
211	Bolitoglossa_chica	0.270661991	1.687141125	1.44084026	1.687141125	4	8	2
212	Leptopelis_oryi	0.069669759	0.808201789	0.77953995	0.77953995	11	11	1
213	Xenophrys_huangshanensis	0.347778533	0.312148374	0.252091743	0.312148374	2	4	0
214	Telmatobius_arequipensis	0.297361209	4.049625448	3.394539902	3.394539902	6	6	5
215	Ansonia_endauensis	0.069669759	0.671899116	0.648071076	0.671899116	1	2	0
216	Hyloxalus_sauli	0.069669759	1.39111575	1.341781615	1.341781615	8	16	4
217	Boophis_burgeri	0.069669759	0.067229203	0.064845006	0.067229203	2	3	0
218	Phrynobatrachus_danko	0.069669759	0.857308163	0.826904829	0.857308163	1	1	0
219	Eurycea_troglodytes	0.069669759	0.284852797	0.274750858	0.284852797	1	1	0
220	Boulengerula_fischeri	0.069669759	0.608698654	0.587111937	0.608698654	2	2	0
221	Eupsophus_contulmoensis	0.3619185	1.802218212	1.439611976	1.802218212	4	4	2
222	Hyla_annectans	0.316990606	4.189428565	3.462327364	3.462327364	129	209	114
223	Cynops_chenggongensis	0.069669759	1.939696545	1.870907695	1.939696545	1	1	0
224	Gymnopis_multiplicata	0.11685209	0.940964201	0.884280043	0.884280043	29	39	4
225	Ichthyophis_khumhzi	0.069669759	0.486991337	0.469720814	0.486991337	1	2	0
226	Microhyla_orientalis	0.069669759	0.373894835	0.360635135	0.373894835	1	2	0
227	Hyperolius_bicolor	0.069669759	0.678121875	0.654073152	0.678121875	1	1	0
228	Odorrana_splendida	0.069669759	0.65690024	0.633604115	0.65690024	1	2	0
229	Alytes_maurus	0.069669759	0.920494064	0.887849923	0.920494064	4	8	1
230	Bokermannohyla_luctuosa	0.069669759	0.995832327	0.960516411	0.960516411	8	16	2
231	Xenophrys_aceras	0.069669759	0.842989862	0.813094308	0.813094308	55	84	17
232	Rhinella_magnussoni	0.33174009	0.28823245	0.235621859	0.28823245	4	8	0
233	Callulops_mediodiscus	0.069669759	0.906809019	0.874650201	0.906809019	1	2	0
234	Mannophryne_cordilleriana	0.069669759	0.821160156	0.792038765	0.821160156	1	2	0
235	Liophryne_rhododactyla	0.069669759	0.880242455	0.849025786	0.880242455	4	7	1
236	Hylodes_heyeri	0.069669759	1.034931417	0.998228902	1.034931417	4	8	1
237	Platymantis_insulatus	0.069669759	0.507584838	0.489583993	0.507584838	1	2	0
238	Acris_blanchardi	0.069669759	2.318369481	2.236151481	2.318369481	1	2	0
239	Vandijkophrynus_robinsoni	0.316685272	2.603123274	2.151815968	2.151815968	16	31	15
240	Pristimantis_ocellatus	0.348044774	1.408087356	1.136942456	1.136942456	7	12	3
241	Oophaga_histrionica	0.375082102	1.805826272	1.427537247	1.427537247	9	12	3
242	Bolitoglossa_cerroensis	0.209047084	0.499219715	0.443983719	0.499219715	2	4	0
243	Leptophryne_borbonica	0.069669759	1.086491799	1.047960762	1.047960762	63	126	28
244	Eupsophus_calcaratus	0.32261554	2.598959365	2.139031124	2.139031124	39	56	31
245	Eurycea_tridentifera	0.069669759	0.667808615	0.644125639	0.667808615	1	2	0
246	Raorchestes_chlorosomma	0.069669759	0.57896203	0.558429884	0.57896203	1	2	0
247	Pachytriton_brevipes	0.175485139	4.534889185	4.117806389	4.117806389	64	105	43
248	Bokermannohyla_capra	0.069669759	0.766280659	0.739105498	0.766280659	1	2	0
249	Batrachoseps_stebbinsi	0.236764947	3.346017094	2.923191784	3.346017094	3	6	2
250	Nymphargus_armatus	0.069669759	1.689454471	1.629540136	1.689454471	1	1	0
251	Cochranella_megista	0.406832179	1.675911139	1.290743001	1.290743001	6	12	2
252	Pseudoeurycea_robertsi	0.069669759	2.50508022	2.416240764	2.50508022	1	1	0
253	Hypsiboas_calcaratus	0.262662444	1.530109243	1.313879741	1.313879741	432	488	367
254	Microhyla_fowleri	0.069669759	1.097858497	1.058924354	1.097858497	1	1	0
255	Philautus_longicrus	0.443462509	1.179837951	0.880176106	0.880176106	5	10	1
256	Atretochoana_eiselti	0.100148157	0.147130222	0.139568495	0.147130222	2	4	0
257	Physalaemus_insperatus	0.069669759	1.365491474	1.317066071	1.365491474	1	1	0
258	Hyperolius_nitidulus	0.330754874	2.394975622	1.95926737	1.95926737	326	393	296
259	Oreophryne_rookmaakeri	0.419487454	0.052418455	0.039938341	0.052418455	2	4	0
260	Dendropsophus_leali	0.069669759	1.474363581	1.422077168	1.422077168	212	288	166
261	Phasmahyla_exilis	0.366760784	0.463373262	0.368735432	0.368735432	6	12	0
262	Amolops_lifanensis	0.069669759	3.886038512	3.748225141	3.886038512	4	8	3
263	Pseudophilautus_macropus	0.069669759	0.113418784	0.109396533	0.113418784	1	2	0
264	Odorrana_utsunomiyaorum	0.274257486	1.864655442	1.588509716	1.864655442	2	3	0
265	Rhacophorus_arboreus	0.257090777	5.101670139	4.397240808	4.397240808	37	53	23
266	Fejervarya_kudremukhensis	0.069669759	0.880330361	0.849110574	0.880330361	1	2	0
267	Mantidactylus_charlotteae	0.069669759	1.210034547	1.167122224	1.167122224	23	37	5
268	Werneria_bambutensis	0.344674154	0.842909739	0.682353966	0.682353966	5	10	0
269	Craugastor_fitzingeri	0.303699849	1.59002203	1.326787546	1.326787546	49	60	26
270	Proceratophrys_moehringi	0.303363032	0.11586126	0.096703347	0.11586126	2	4	0
271	Scaphiophryne_brevis	0.069669759	1.253486083	1.209032807	1.209032807	20	29	13
272	Craugastor_catalinae	0.069669759	1.186871279	1.144780412	1.186871279	1	2	0
273	Uperodon_globulosus	0.23817265	2.957918687	2.581751935	2.581751935	186	226	150
274	Breviceps_sopranus	0.409963111	1.812645463	1.392362925	1.392362925	6	10	3
275	Liophryne_allisoni	0.069669759	0.84423967	0.814299793	0.84423967	1	1	0
276	Centrolene_venezuelense	0.069669759	1.438016462	1.387019053	1.438016462	4	8	1
277	Scinax_pachycrus	0.069669759	0.824159237	0.794931487	0.794931487	46	80	16
278	Latonia_nigriventer	0.069669759	1.18058845	1.138720395	1.18058845	1	2	0
279	Pristimantis_rhodostichus	0.069669759	0.273656799	0.263951911	0.273656799	4	4	0
280	Thoropa_lutzi	0.069669759	1.107633447	1.068352648	1.068352648	6	12	2
281	Limnonectes_ferneri	0.069669759	0.787259964	0.7593408	0.787259964	1	2	0
282	Tlalocohyla_picta	0.365973232	2.7786437	2.212517215	2.212517215	56	85	27
283	Hypsiboas_roraima	0.339535404	0.635308002	0.516308288	0.635308002	2	4	0
284	Hypsiboas_exastis	0.253959811	0.255715177	0.22087045	0.255715177	2	2	0
285	Nyctibatrachus_aliciae	0.069669759	0.857434967	0.827027136	0.857434967	1	1	0
286	Pristimantis_bearsei	0.373704752	2.814278128	2.22718644	2.814278128	4	4	2
287	Pristimantis_abakapa	0.069669759	0.889995179	0.858432641	0.889995179	1	2	0
288	Litoria_mucro	0.069669759	0.786925321	0.759018024	0.786925321	1	2	0
289	Oscaecilia_ochrocephala	0.107532339	0.629198616	0.59440712	0.59440712	11	16	1
290	Amolops_ricketti	0.276367589	3.792931288	3.226517169	3.226517169	115	179	78
291	Centrolene_peristictum	0.069669759	1.54920227	1.494261799	1.494261799	5	10	2
292	Hyperolius_fusciventris	0.069669759	1.125889179	1.085960964	1.085960964	84	124	38
293	Crinia_signifera	0.350942695	4.85843738	3.914155999	3.914155999	141	183	111
294	Scinax_humilis	0.354137751	1.758272388	1.41304537	1.41304537	12	23	5
295	Ansonia_leptopus	0.069669759	0.983016215	0.948154806	0.983016215	1	2	0
296	Gephyromantis_rivicola	0.438065641	0.339098477	0.254195954	0.339098477	4	8	0
297	Pristimantis_serendipitus	0.069669759	0.273656799	0.263951911	0.273656799	4	4	0
298	Bolitoglossa_alberchi	0.270661991	1.242138302	1.060802115	1.242138302	4	8	1
299	Feihyla_fuhua	0.069669759	1.224554731	1.181127468	1.224554731	1	1	0
300	Amietia_ruwenzorica	0.25596258	0.558115826	0.481417338	0.558115826	2	2	0
301	Incilius_epioticus	0.069669759	0.158990343	0.153351954	0.158990343	3	3	0
302	Litoria_castanea	0.285148161	0.831509888	0.703032557	0.831509888	4	4	0
303	Odorrana_zhaoi	0.069669759	4.061633643	3.917593017	4.061633643	1	1	0
304	Eleutherodactylus_albolabris	0.069669759	0.506344859	0.488387988	0.506344859	1	1	0
305	Uperoleia_talpa	0.069669759	0.811869622	0.783077708	0.783077708	13	26	4
306	Pseudopaludicola_llanera	0.459114875	2.764245382	2.032961302	2.032961302	50	87	32
307	Hypsiboas_rubracylus	0.318188337	1.871600522	1.545415881	1.545415881	8	12	3
308	Allobates_algorei	0.069669759	1.438016462	1.387019053	1.438016462	4	8	1
309	Hyperolius_houyi	0.069669759	0.134904342	0.130120133	0.134904342	2	2	0
310	Gastrophryne_olivacea	0.314079522	4.416661141	3.657892724	3.657892724	235	330	206
311	Lithodytes_lineatus	0.287419057	1.741413631	1.470005777	1.470005777	502	577	435
312	Rana_japonica	0.276764529	4.418787941	3.757880964	3.757880964	57	65	38
313	Ansonia_jeetsukumarani	0.426792011	0.239726441	0.181498088	0.239726441	3	6	0
